"UniversalName","Strain","VectorBorne","Vector","OtherTaxonomicInfo","Reference_Reservoir","Reference_Vector","LatestSppName","HumanOnly","IndirectDetectionOnly","Reference","DataSource","Reservoir","Accessions","WholeGenome","InfectsHumans"
"Estero Real orthobunyavirus","Estero Real orthobunyavirus",NA,"Tick","Added Nov 2018",NA,"Knipe2013","Estero Real orthonairovirus",FALSE,NA,"","Woolhouse2018",NA,"MH017280.1; MH017286.1; MH017274.1",1,FALSE
"Fathead minnow nidovirus 1","Fathead minnow nidovirus 1",NA,NA,"Added Nov 2018",NA,NA,"Fathead minnow nidovirus 1",FALSE,NA,"","Woolhouse2018","Fish","NC_038295.1",1,FALSE
"Fiji disease virus","Fiji disease virus",NA,NA,"Added Nov 2018",NA,NA,"Fiji disease virus",FALSE,NA,"","Woolhouse2018","Plant","NC_007159.1; NC_007154.1; NC_007158.1; NC_007155.1; NC_007160.1; NC_007157.1; NC_007163.1; NC_007161.1; NC_007156.1; NC_007162.1",1,FALSE
"Flanders hapavirus","Flanders hapavirus",1,"Mosquito","Added Nov 2018","﻿Golnar2018","﻿Golnar2018","Flanders hapavirus",FALSE,NA,"","Woolhouse2018","Passeriformes","NC_039202.1",1,FALSE
"Free State vervet virus","Free State vervet virus",NA,NA,"Added Nov 2018",NA,NA,"Epsilonarterivirus safriver",FALSE,NA,"","Woolhouse2018",NA,"KT166441.1",1,FALSE
"Frijoles phlebovirus","Frijoles phlebovirus",NA,"Sandfly","Added Nov 2018",NA,"Knipe2013","Frijoles phlebovirus",FALSE,NA,"","Woolhouse2018",NA,"KX611391.1; KX611392.1; KX611393.1",1,FALSE
"Fugong orthohantavirus","Fugong orthohantavirus",NA,NA,"Added Nov 2018","﻿Ge2016",NA,"Fugong orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034467.1; NC_034466.1; NC_034473.1",1,FALSE
"Fukuoka ledantevirus","Fukuoka ledantevirus",NA,NA,"Added Nov 2018",NA,NA,"Fukuoka ledantevirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034454.1",1,FALSE
"Fusong orthohantavirus","Fusong orthohantavirus",0,NA,"Added Nov 2018","﻿Zou2008",NA,"Fusong orthohantavirus",FALSE,NA,"","Woolhouse2018","Rodent","NC_038447.1; NC_038446.1",1,FALSE
"Gadgets Gully virus","Gadgets Gully virus",1,"Tick","Added Nov 2018","﻿Major2009","﻿Labuda2004","Gadgets Gully virus",FALSE,TRUE,"1657626; 19486319","Woolhouse2018","Orphan","NC_033723.1",1,FALSE
"Gallivirus A","Gallivirus A",0,NA,"Added Nov 2018","﻿Boros2012",NA,"Gallivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_018400.1",1,FALSE
"Gamboa orthobunyavirus","Gamboa orthobunyavirus",1,"Mosquito","Added Nov 2018","﻿Eastwood2016","Knipe2013","Gamboa orthobunyavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038729.1; NC_038730.1; NC_038731.1",1,FALSE
"Gray Lodge hapavirus","Gray Lodge hapavirus",NA,NA,"Added Nov 2018",NA,NA,"Gray Lodge hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034541.1",1,FALSE
"Guajara orthobunyavirus","Guajara orthobunyavirus",NA,NA,"Added Nov 2018",NA,NA,"Guajara orthobunyavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_038734.1; NC_038733.1; NC_038732.1",1,FALSE
"Hart Park hapavirus","Hart Park hapavirus",1,"Mosquito","Added Nov 2018",NA,"﻿Boyd1972","Hart Park hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034447.1",1,FALSE
"Hazara orthonairovirus","Hazara orthonairovirus",1,"Tick","Added Nov 2018","﻿Shimada2016","Knipe2013","Hazara orthonairovirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038709.1; NC_038710.1; NC_038711.1",1,FALSE
"Hepacivirus A","Hepacivirus A",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus A",FALSE,NA,"","Woolhouse2018","Perissodactyla","NC_038425.1",1,FALSE
"Hepacivirus B","Hepacivirus B",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus B",FALSE,NA,"","Woolhouse2018","Orphan","NC_038426.1",1,FALSE
"Hepacivirus D","Hepacivirus D",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus D",FALSE,NA,"","Woolhouse2018","Orphan","NC_031950.1",1,FALSE
"Hepacivirus E","Hepacivirus E",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus E",FALSE,NA,"","Woolhouse2018","Orphan","KC815310.1",1,FALSE
"Hepacivirus F","Hepacivirus F",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus F",FALSE,NA,"","Woolhouse2018","Orphan","NC_038427.1",1,FALSE
"Hepacivirus G","Hepacivirus G",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus G",FALSE,NA,"","Woolhouse2018","Orphan","KJ950938.1",1,FALSE
"Hepacivirus H","Hepacivirus H",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus H",FALSE,NA,"","Woolhouse2018","Orphan","KJ950939.1",1,FALSE
"Hepacivirus I","Hepacivirus I",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus I",FALSE,NA,"","Woolhouse2018","Orphan","NC_038428.1",1,FALSE
"Hepacivirus J","Hepacivirus J",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus J",FALSE,NA,"","Woolhouse2018","Orphan","NC_038429.1",1,FALSE
"Hepacivirus K","Hepacivirus K",NA,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus K",FALSE,NA,"","Woolhouse2018","Orphan","NC_038430.1",1,FALSE
"Hepacivirus L","Hepacivirus L",NA,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus L",FALSE,NA,"","Woolhouse2018","Orphan","NC_031916.1",1,FALSE
"Hepacivirus M","Hepacivirus M",NA,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus M",FALSE,NA,"","Woolhouse2018","Orphan","NC_038431.1",1,FALSE
"Hepacivirus N","Hepacivirus N",0,NA,"Added Nov 2018","﻿Smith2016a",NA,"Hepacivirus N",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_038432.1",1,FALSE
"Hepatovirus C","Hepatovirus C",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus C",FALSE,NA,"","Woolhouse2018","Orphan","NC_038313.1",1,FALSE
"Hepatovirus D","Hepatovirus D",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus D",FALSE,NA,"","Woolhouse2018","Orphan","NC_028363.1",1,FALSE
"Hepatovirus E","Hepatovirus E",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus E",FALSE,NA,"","Woolhouse2018","Orphan","NC_038314.1",1,FALSE
"Hepatovirus F","Hepatovirus F",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus F",FALSE,NA,"","Woolhouse2018","Orphan","NC_038315.1",1,FALSE
"Hepatovirus G","Hepatovirus G",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus G",FALSE,NA,"","Woolhouse2018","Orphan","NC_038316.1",1,FALSE
"Hepatovirus H","Hepatovirus H",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus H",FALSE,NA,"","Woolhouse2018","Orphan","NC_028365.1",1,FALSE
"Hepatovirus I","Hepatovirus I",0,NA,"Added Nov 2018","﻿Drexler2015",NA,"Hepatovirus I",FALSE,NA,"","Woolhouse2018","Orphan","NC_028364.1",1,FALSE
"Hughes orthonairovirus","Hughes orthonairovirus",1,"Tick","Added Nov 2018","Knipe2013","Labuda2004","Hughes orthonairovirus",FALSE,NA,"","Woolhouse2018","Charadriiformes","KU925479.1; KU925480.1; KU925481.1",1,FALSE
"Hunnivirus A","Hunnivirus A",NA,NA,"Added Nov 2018","﻿Reuter2012",NA,"Hunnivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_018668.1",1,FALSE
"Idnoreovirus 1","Idnoreovirus 1",0,NA,"Added Nov 2018","Knipe2013",NA,"Idnoreovirus 1",FALSE,NA,"","Woolhouse2018","Insect","NC_043368.1; NC_043369.1; NC_043370.1; NC_043373.1; NC_043367.1; NC_043371.1; NC_043372.1",0,FALSE
"Imjin orthohantavirus","Imjin orthohantavirus",0,NA,"Added Nov 2018","﻿Gu2011",NA,"Imjin thottimvirus",FALSE,NA,"","Woolhouse2018","Eulipotyphla","NC_034564.1; NC_034557.1; NC_034558.1",1,FALSE
"Infectious bursal disease virus","Infectious bursal disease virus",0,NA,"Added Nov 2018","﻿Berg2010",NA,"Infectious bursal disease virus",FALSE,NA,"","Woolhouse2018","Galliformes","NC_004178.1; NC_004179.1",1,FALSE
"Infectious pancreatic necrosis virus","Infectious pancreatic necrosis virus",NA,NA,"Added Nov 2018",NA,NA,"Infectious pancreatic necrosis virus",FALSE,NA,"","Woolhouse2018","Fish","NC_001915.1; NC_001916.1",1,FALSE
"Infectious salmon anemia virus","Infectious salmon anemia virus",NA,NA,"Added Nov 2018",NA,NA,"Salmon isavirus",FALSE,NA,"","Woolhouse2018","Fish","NC_006503.1; NC_006505.1; NC_006502.1; NC_006501.1; NC_006500.2; NC_006499.1; NC_006498.1; NC_006497.1",1,FALSE
"Influenza D virus","Influenza D virus",0,NA,"Added Nov 2018","﻿Su2017",NA,"Influenza D virus",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_036616.1; NC_036615.1; NC_036619.1; NC_036618.1; NC_036617.1; NC_036620.1; NC_036621.1",1,FALSE
"Iranian wheat stripe tenuivirus","Iranian wheat stripe tenuivirus",NA,NA,"Added Nov 2018",NA,NA,"Iranian wheat stripe tenuivirus",FALSE,NA,"","Woolhouse2018","Plant","NC_038748.1; NC_038750.1; NC_038749.1",1,FALSE
"Iriri curiovirus","Iriri curiovirus",NA,NA,"Added Nov 2018",NA,NA,"Iriri curiovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034544.1",1,FALSE
"Israel turkey meningoencephalomyelitis virus","Israel turkey meningoencephalomyelitis virus",NA,NA,"Added Nov 2018","﻿Barnard1980",NA,"Israel turkey meningoencephalomyelitis virus",FALSE,NA,"","Woolhouse2018","Galliformes","KC734551.1",1,FALSE
"Itacaiunas curiovirus","Itacaiunas curiovirus",NA,NA,"Added Nov 2018",NA,NA,"Itacaiunas curiovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034536.1",1,FALSE
"Jeju orthohantavirus","Jeju orthohantavirus",0,NA,"Added Nov 2018","﻿Arai2012",NA,"Jeju orthohantavirus",FALSE,NA,"","Woolhouse2018","Eulipotyphla","NC_034399.1; NC_034404.1; NC_034398.1",1,FALSE
"Jembrana disease virus","Jembrana disease virus",0,NA,"Added Nov 2018","Knipe2013",NA,"Jembrana disease virus",FALSE,NA,"","Woolhouse2018","Artiodactyl","U21603.1",1,FALSE
"Johnston Atoll virus","Johnston Atoll virus",1,"Tick","Added Nov 2018",NA,"﻿Labuda2004","Johnston Atoll quaranjavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_043229.1; NC_043230.1",0,FALSE
"Joinjakaka hapavirus","Joinjakaka hapavirus",NA,NA,"Added Nov 2018",NA,NA,"Joinjakaka hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034538.1",1,FALSE
"Kadam virus","Kadam virus",1,"Tick","Added Nov 2018","﻿Calisher2003","﻿Labuda2004","Kadam virus",FALSE,NA,"","Woolhouse2018",NA,"NC_033724.1",1,FALSE
"Kadipiro virus","Kadipiro virus",NA,NA,"Added Nov 2018",NA,NA,"Kadipiro virus",FALSE,NA,"","Woolhouse2018",NA,"NC_004210.1; NC_004212.1; NC_004213.1; NC_004214.1; NC_004215.1; NC_004216.1; NC_004209.1; NC_004208.1; NC_004207.1; NC_004206.1; NC_004205.1; NC_004199.1",1,FALSE
"Kafue kinda chacma baboon virus","Kafue kinda chacma baboon virus",NA,NA,"Added Nov 2018","bailey2016",NA,"Thetaarterivirus kafuba",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_029053.1",1,FALSE
"Kamese hapavirus","Kamese hapavirus",NA,NA,"Added Nov 2018","simotchetgna2017",NA,"Kamese hapavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034450.1",1,FALSE
"Kenkeme orthohantavirus","Kenkeme orthohantavirus",NA,NA,"Added Nov 2018",NA,NA,"Kenkeme orthohantavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034560.1; NC_034565.1; NC_034559.1",1,FALSE
"Keterah orthonairovirus","Keterah orthonairovirus",NA,"Tick","Added Nov 2018",NA,"varma1976","Keterah orthonairovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034392.1; NC_034388.1; NC_034389.1",1,FALSE
"Kibale herbevirus","Kibale herbevirus",0,"Mosquito","Added Nov 2018",NA,"marklewitz2013","Kibale herbevirus",FALSE,NA,"","Woolhouse2018","Insect","NC_034460.1; NC_034468.1; NC_034458.1",1,FALSE
"Kibale red colobus virus 1","Kibale red colobus virus 1",0,NA,"Added Nov 2018","bailey2014",NA,"Zetaarterivirus ugarco 1",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_033553.1",1,FALSE
"Kibale red colobus virus 2","Kibale red colobus virus 2",0,NA,"Added Nov 2018","bailey2014",NA,"Etaarterivirus ugarco 1",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_034455.1",1,FALSE
"Kibale red-tailed guenon virus 1","Kibale red-tailed guenon virus 1",0,NA,"Added Nov 2018","bailey2016",NA,"Iotaarterivirus kibreg 1",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_038292.1",1,FALSE
"Klamath tupavirus","Klamath tupavirus",NA,NA,"Added Nov 2018",NA,NA,"Klamath tupavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034549.1",1,FALSE
"Koala retrovirus","Koala retrovirus",0,NA,"Added Nov 2018","simmons2012",NA,"Koala retrovirus",FALSE,NA,"","Woolhouse2018","Diprotodontia","NC_039228.1",1,FALSE
"Koolpinyah ephemerovirus","Koolpinyah ephemerovirus",NA,NA,"Added Nov 2018",NA,NA,"Koolpinyah ephemerovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_028239.1",1,FALSE
"Kumasi ledantevirus","Kumasi ledantevirus",NA,NA,"Added Nov 2018","binger2015",NA,"Kumasi ledantevirus",FALSE,NA,"","Woolhouse2018","Pterobat","NC_028236.1",1,FALSE
"Kunsagivirus A","Kunsagivirus A",NA,NA,"Added Nov 2018","boros2014",NA,"Kunsagivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_038317.1",1,FALSE
"La Joya hapavirus","La Joya hapavirus",NA,NA,"Added Nov 2018",NA,NA,"La Joya hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034537.1",1,FALSE
"Laibin orthohantavirus","Laibin orthohantavirus",NA,NA,"Added Nov 2018","xu2015",NA,"Laibin mobatvirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038515.1; NC_038513.1; NC_038514.1",1,FALSE
"Landjia hapavirus","Landjia hapavirus",NA,NA,"Added Nov 2018",NA,NA,"Landjia hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034533.1",1,FALSE
"Le Dantec ledantevirus","Le Dantec ledantevirus",NA,NA,"Added Nov 2018","Blasdell2015",NA,"Le Dantec ledantevirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034443.1",1,FALSE
"Lettuce big-vein associated varicosavirus","Lettuce big-vein associated varicosavirus",NA,NA,"Added Nov 2018",NA,NA,"Lettuce big-vein associated varicosavirus",FALSE,NA,"","Woolhouse2018","Plant","NC_011558.1; NC_011568.1",1,FALSE
"Liao ning virus","Liao ning virus",0,"Mosquito","Added Nov 2018","prow2018","prow2018","Liao ning virus",FALSE,NA,"","Woolhouse2018","Insect","NC_007736.1; NC_007737.1; NC_007738.1; NC_007739.1; NC_007740.1; NC_007741.1; NC_007742.1; NC_007743.1; NC_007744.1; NC_007745.1; NC_007746.1; NC_007747.1",1,FALSE
"Limnipivirus A","Limnipivirus A",0,NA,"Added Nov 2018","mor2016",NA,"Limnipivirus A",FALSE,NA,"","Woolhouse2018","Fish","NC_018506.1",1,FALSE
"Limnipivirus B","Limnipivirus B",0,NA,"Added Nov 2018","mor2016",NA,"Limnipivirus B",FALSE,NA,"","Woolhouse2018","Fish","NC_023162.1",1,FALSE
"Longquan orthohantavirus","Longquan orthohantavirus",0,NA,"Added Nov 2018","guo2013",NA,"Longquan loanvirus",FALSE,NA,"","Woolhouse2018","Orphan","JX465401.1; JX465421.1",0,FALSE
"Luxi orthohantavirus","Luxi orthohantavirus",0,NA,"Added Nov 2018","zhang2011",NA,"Luxi orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038529.1; NC_038528.1; NC_038530.1",1,FALSE
"Maize rough dwarf virus","Maize rough dwarf virus",NA,NA,"Added Nov 2018",NA,NA,"Maize rough dwarf virus",FALSE,NA,"","Woolhouse2018","Plant","NC_037570.1; NC_037578.1; NC_037572.1; NC_037571.1; NC_028465.1; NC_037573.1; NC_037574.1; NC_037575.1; NC_037576.1; NC_037577.1",1,FALSE
"Maize stripe tenuivirus","Maize stripe tenuivirus",NA,NA,"Added Nov 2018",NA,NA,"Maize stripe tenuivirus",FALSE,NA,"","Woolhouse2018","Plant","NC_038751.1; NC_038754.1; NC_038752.1; NC_038753.1",1,FALSE
"Mal de Rio Cuarto virus","Mal de Rio Cuarto virus",NA,NA,"Added Nov 2018",NA,NA,"Mal de Rio Cuarto virus",FALSE,NA,"","Woolhouse2018","Plant","NC_008733.1; NC_008732.1; NC_008730.1; NC_008729.1; NC_008735.1; NC_008731.1; NC_008736.1; NC_008728.1; NC_008737.1; NC_008734.1",1,FALSE
"Mamastrovirus 11","Mamastrovirus 11",0,NA,"Added Nov 2018","rivera2010",NA,"Mamastrovirus 11",FALSE,NA,"","Woolhouse2018","Orphan","FJ890351.1",0,FALSE
"Mamastrovirus 12","Mamastrovirus 12",0,NA,"Added Nov 2018","zhu2009",NA,"Mamastrovirus 12",FALSE,NA,"","Woolhouse2018","Orphan","FJ571067.1",0,FALSE
"Mamastrovirus 14","Mamastrovirus 14",0,NA,"Added Nov 2018","chu2008",NA,"Mamastrovirus 14",FALSE,NA,"","Woolhouse2018","Orphan","EU847144.2",0,FALSE
"Mamastrovirus 15","Mamastrovirus 15",0,NA,"Added Nov 2018","zhu2009",NA,"Mamastrovirus 15",FALSE,NA,"","Woolhouse2018","Orphan","FJ571066.1",0,FALSE
"Mamastrovirus 16","Mamastrovirus 16",0,NA,"Added Nov 2018","chu2008",NA,"Mamastrovirus 16",FALSE,NA,"","Woolhouse2018","Orphan","EU847145.2",0,FALSE
"Mamastrovirus 17","Mamastrovirus 17",0,NA,"Added Nov 2018","zhu2009",NA,"Mamastrovirus 17",FALSE,NA,"","Woolhouse2018","Orphan","NC_038368.1",0,FALSE
"Mamastrovirus 18","Mamastrovirus 18",0,NA,"Added Nov 2018","chu2008",NA,"Mamastrovirus 18",FALSE,NA,"","Woolhouse2018","Orphan","EU847155.1",0,FALSE
"Mamastrovirus 19","Mamastrovirus 19",0,NA,"Added Nov 2018","zhu2009",NA,"Mamastrovirus 19",FALSE,NA,"","Woolhouse2018","Orphan","FJ571065.1",0,FALSE
"Mamastrovirus 5","Mamastrovirus 5",0,NA,"Added Nov 2018","alves2018",NA,"Mamastrovirus 5",FALSE,NA,"","Woolhouse2018","Carnivore","KY765684.1",1,FALSE
"Mamastrovirus 7","Mamastrovirus 7",0,NA,"Added Nov 2018","rivera2010",NA,"Mamastrovirus 7",FALSE,NA,"","Woolhouse2018","Orphan","FJ890355.1",0,FALSE
"Mamastrovirus 8","Mamastrovirus 8",0,NA,"Added Nov 2018","vu2017",NA,"Mamastrovirus 8",TRUE,FALSE,"19814825; 25975198","Woolhouse2018","Human","GQ415660.1",1,TRUE
"Manitoba hapavirus","Manitoba hapavirus",NA,NA,"Added Nov 2018","artsob1991","artsob1991","Manitoba hapavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034531.1",1,FALSE
"Maporal orthohantavirus","Maporal orthohantavirus",0,NA,"Added Nov 2018","milazzo2010",NA,"Maporal orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034553.1; NC_034552.1; NC_034566.1",1,FALSE
"Marco hapavirus","Marco hapavirus",NA,NA,"Added Nov 2018","causey1966",NA,"Marco hapavirus",FALSE,NA,"","Woolhouse2018","Reptile","NC_034530.1",1,FALSE
"Mariental mammarenavirus","Mariental mammarenavirus",0,NA,"Added Nov 2018","witkowski2015",NA,"Mariental mammarenavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_027136.1; NC_027134.1",0,FALSE
"Meaban virus","Meaban virus",1,"Tick","Added Nov 2018","arnal2014","chambers2003","Meaban virus",FALSE,NA,"","Woolhouse2018","Charadriiformes","NC_033721.1",1,FALSE
"Melegrivirus A","Melegrivirus A",0,NA,"Added Nov 2018","honkavuori2011",NA,"Megrivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_023858.1",1,FALSE
"Micromonas pusilla reovirus","Micromonas pusilla reovirus",NA,NA,"Added Nov 2018",NA,NA,"Micromonas pusilla reovirus",FALSE,NA,"","Woolhouse2018","Protist","NC_008171.1; NC_008172.1; NC_008173.1; NC_008174.1; NC_008175.1; NC_008176.1; NC_008177.1; NC_008178.1; NC_008179.1; NC_008180.1; NC_008181.1",1,FALSE
"Mikumi yellow baboon virus 1","Mikumi yellow baboon virus 1",0,NA,"Added Nov 2018","kuhn2016",NA,"Thetaarterivirus mikelba 1",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_025112.1",1,FALSE
"Miniopterus bat coronavirus 1","Miniopterus bat coronavirus 1",0,NA,"Added Nov 2018","chu2006",NA,"Miniopterus bat coronavirus 1",FALSE,NA,"","Woolhouse2018","Vespbat","EU420138.1",1,FALSE
"Mink coronavirus 1","Mink coronavirus 1",0,NA,"Added Nov 2018","vlasova2011",NA,"Mink coronavirus 1",FALSE,NA,"","Woolhouse2018","Carnivore","NC_023760.1",1,FALSE
"Montano orthohantavirus","Montano orthohantavirus",0,NA,"Added Nov 2018","saasa2012",NA,"Montano orthohantavirus",FALSE,NA,"","Woolhouse2018","Rodent","NC_034403.1; NC_034397.1; NC_034396.1",1,FALSE
"Morreton vesiculovirus","Morreton vesiculovirus",NA,NA,"Added Nov 2018",NA,NA,"Morreton vesiculovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034508.1",1,FALSE
"Mosavirus A","Mosavirus A",0,NA,"Added Nov 2018","reuter2014",NA,"Mosavirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_023987.1",1,FALSE
"Mosqueiro hapavirus","Mosqueiro hapavirus",NA,NA,"Added Nov 2018",NA,NA,"Mosqueiro hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034448.1",1,FALSE
"Mossuril hapavirus","Mossuril hapavirus",1,"Mosquito","Added Nov 2018",NA,"Vasilakis2016","Mossuril hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_038275.1",1,FALSE
"MPoko orthobunyavirus","MPoko orthobunyavirus",1,"Mosquito","Added Nov 2018","hubalek2008","hubalek2008","MPoko orthobunyavirus",FALSE,NA,"","Woolhouse2018","Anseriformes","AM711133.1",0,FALSE
"Mycoreovirus 1","Mycoreovirus 1",NA,NA,"Added Nov 2018",NA,NA,"Mycoreovirus 1",FALSE,NA,"","Woolhouse2018","Fungi","NC_010743.1; NC_010744.1; NC_010745.1; NC_038657.1; NC_010746.1; NC_010747.1; NC_010748.1; NC_010749.1; NC_010750.1; NC_010751.1; NC_010752.1; NC_010753.1",1,FALSE
"Mycoreovirus 3","Mycoreovirus 3",NA,NA,"Added Nov 2018",NA,NA,"Mycoreovirus 3",FALSE,NA,"","Woolhouse2018","Fungi","NC_007535.1; NC_007533.1; NC_007536.1; NC_007524.1; NC_007534.1; NC_007525.1; NC_007526.1; NC_007527.1; NC_007528.1; NC_007529.1; NC_007531.1; NC_007532.1",1,FALSE
"Nairobi sheep disease orthonairovirus","Nairobi sheep disease orthonairovirus",1,"Tick","Added Nov 2018","baron2015","baron2015","Nairobi sheep disease orthonairovirus",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_034387.1; NC_034391.1; NC_034386.1",1,FALSE
"Necocli orthohantavirus","Necocli orthohantavirus",0,NA,"Added Nov 2018","montoya-ruiz2015",NA,"Necocli orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","KF494345.1; KF481954.1",0,FALSE
"Nilaparvata lugens reovirus","Nilaparvata lugens reovirus",1,"Planthopper","Added Nov 2018","nakashima1995","nakashima1995","Nilaparvata lugens reovirus",FALSE,NA,"","Woolhouse2018","Insect","NC_003654.1; NC_003655.1; NC_003656.1; NC_003657.1; NC_003658.1; NC_003659.1; NC_003660.1; NC_003653.1; NC_003661.1; NC_003652.1",1,FALSE
"Nishimuro ledantevirus","Nishimuro ledantevirus",NA,NA,"Added Nov 2018","sakai2015",NA,"Nishimuro ledantevirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038276.1",1,FALSE
"Nkolbisson ledantevirus","Nkolbisson ledantevirus",NA,NA,"Added Nov 2018",NA,NA,"Nkolbisson ledantevirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034539.1",1,FALSE
"Nova orthohantavirus","Nova orthohantavirus",0,NA,"Added Nov 2018","﻿Gu2014",NA,"Nova mobatvirus",FALSE,NA,"","Woolhouse2018","Eulipotyphla","NC_034465.1; NC_034470.1; NC_034464.1",1,FALSE
"Oat sterile dwarf virus","Oat sterile dwarf virus",NA,NA,"Added Nov 2018",NA,NA,"Oat sterile dwarf virus",FALSE,NA,"","Woolhouse2018","Plant","NC_038655.1; NC_038653.1; NC_038656.1; NC_038654.1",0,FALSE
"Okahandja mammarenavirus","Okahandja mammarenavirus",0,NA,"Added Nov 2018","witkowski2015",NA,"Okahandja mammarenavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_027137.1; NC_027135.1",1,FALSE
"Orchid fleck dichorhavirus","Orchid fleck dichorhavirus",NA,NA,"Added Nov 2018",NA,NA,"Orchid fleck dichorhavirus",FALSE,NA,"","Woolhouse2018","Plant","NC_009608.1; NC_009609.1",1,FALSE
"Ord River hapavirus","Ord River hapavirus",NA,NA,"Added Nov 2018",NA,NA,"Ord River hapavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034543.1",1,FALSE
"Oxbow orthohantavirus","Oxbow orthohantavirus",0,NA,"Added Nov 2018","kang2009",NA,"Oxbow orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","FJ539167.1; FJ539166.1",0,FALSE
"Parechovirus C","Parechovirus C",0,NA,"Added Nov 2018","joffret2013",NA,"Parechovirus C",FALSE,NA,"","Woolhouse2018","Orphan","NC_021482.1",1,FALSE
"Parechovirus D","Parechovirus D",0,NA,"Added Nov 2018","smits2013",NA,"Parechovirus D",FALSE,NA,"","Woolhouse2018","Orphan","NC_034453.1",1,FALSE
"Parry Creek hapavirus","Parry Creek hapavirus",NA,NA,"Added Nov 2018","liehne1981","liehne1981","Parry Creek hapavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034449.1",1,FALSE
"Pasivirus A","Pasivirus A",0,NA,"Added Nov 2018","sauvage2012",NA,"Pasivirus A",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_018226.1",1,FALSE
